similarity,tier,moral_a,fable_a_id,fable_a_title,moral_b,fable_b_id,fable_b_title
0.8022,medium,True value is wasted on those who cannot appreciate it.,fable_0167,The Rooster And The Pearl,"Value is what others think of you, not what you think of yourself.",fable_0622,The River Fish and The Sea Fish
0.8022,medium,Believing your enemies makes you fall victim to their tricks and gets you into trouble.,fable_0229,"The Lion, The Bull And His Horns",Watch the actions of your enemy.,fable_0590,The Sun and the Frogs
0.8022,medium,"You must not act unnaturally, trying to achieve some impossible thing.",fable_0264,The Donkey And The Cricket,You will hurt yourself and accomplish nothing if you try to imitate someone who is far better than you are.,fable_0433,The Lizard And The Snake
0.8021,medium,No one can be a friend if you know not whether to trust or distrust him.,fable_0309,The Dog And The Hare,False men cannot be trusted.,fable_0473,The Shepherd And The Wolf Cub
0.8021,medium,Take warning from the misfortunes of others.,fable_0379,"The Fox, The Lion And The Footprints","A bad man can come to ruin, but he is able to harm many other people first.",fable_0544,The Man And The Sword
0.8021,medium,Beware of empty promises made during good times.,fable_0199,The Two Dung Beetles,"Don't be seduced by deceptive words, they will cause nothing but trouble.",fable_0261,The Crane And The Crow
0.8021,medium,Do not neglect small advantages in hopes of better ones.,fable_0403,The Hawk And The Nightingale,Be careful what you wish for; your wish may be granted.,fable_0431,The Shepherd And The Lion
0.8021,medium,"The dishonest, if they act honestly, get no credit.",fable_0137,"The Wolf, The Fox And The Monkey",Those who act in their own self-interest while pretending to help others will not earn gratitude.,fable_0479,The Man And The Weasel
0.8021,medium,Experience teaches valuable lessons and encourages caution.,fable_0232,The Butcher And The Dog,It is better to serve in safety than to rule in peril.,fable_0532,The Fox And The Lion Hunting
0.8020,medium,Vicious people cannot resist hurting others even when it is not in their own interests,fable_0089,The Scorpion and the Frog,There is danger lurking in the words of a wicked person.,fable_0297,The Mother Dog And Her Puppies
0.8020,medium,A reward for one might be destruction for another.,fable_0363,The Flea And The Ox,"A bad man can come to ruin, but he is able to harm many other people first.",fable_0544,The Man And The Sword
0.8020,medium,Some never understand the actions of others.,fable_0362,The Fisherman And The River,Some begrudge others what they cannot enjoy themselves.,fable_0483,The Dog In The Manger
0.8020,medium,Try to please all and you end by pleasing none.,fable_0078,"The Miller, His Son, and Their Ass",Do not attempt the impossible.,fable_0183,The Frog And The Ox
0.8020,medium,Beware of when the powerful and the deceitful collaborate.,fable_0236,"The Night-Owl, The Cat And The Mouse",Beware those who value their gain more than their love.,fable_0635,A Wench parting with her Sweetheart
0.8020,medium,Do not believe those who have ill intentions.,fable_0291,"The Fox, The Lamb And The Dog","People should not be judged by their appearances, but by their actions.",fable_0685,A Wolfe in a Sheeps-Skin
0.8020,medium,Be content with your lot; one cannot be first in everything.,fable_0085,The Peacock and Juno,Contentment with our lot is an element of happiness.,fable_0260,The Crab On Dry Land
0.8020,medium,The man who talks for both sides is not to be trusted by either.,fable_0074,The Man and the Satyr,Never trust a known deceiver.,fable_0594,"The Lion, The Fox and the Deer"
0.8020,medium,People who grasp for more than they need are deprived of what they have.,fable_0235,Zeus And The Camel,Those who neglect their own affairs while meddling in others' lives often reveal their own shortcomings.,fable_0476,The Soothsayer And The Theft
0.8020,medium,People who lay traps for others should be careful not to fall into a trap themselves.,fable_0205,"The Nightingale, The Hawk And The Bird Catcher",It's better to ignore an insult from one troublemaker than to bring a whole crowd of trouble upon yourself.,fable_0653,A Bear and Bees
0.8020,medium,The memory of a good deed lives.,fable_0451,The Old Woman And The Wine Jar,Kindness is never wasted.,fable_0560,The Magic Colours
0.8020,medium,Persuasion is better than Force.,fable_0450,The North Wind And The Sun,It is better to serve in safety than to rule in peril.,fable_0532,The Fox And The Lion Hunting
0.8020,medium,Learn from past misfortunes.,fable_0191,"The Bat, The Booby And The Bramble Bush",Those who won't learn from advice must be taught by experience.,fable_0700,A Lad Robbing an Orchard
0.8020,medium,Appearances can be deceiving.,fable_0445,The Mice And The Weasel,Flatterers and deceivers are not to be trusted.,fable_0597,"The Wolf, the Fox and the Gift"
0.8019,medium,You should not add one problem to another.,fable_0490,Aesop And The Runaway Slave,"When we are avoiding present dangers, we should not fall into even worse peril.",fable_0640,The Fishes and the Frying-Pan
0.8019,medium,Those who act in their own self-interest while pretending to help others will not earn gratitude.,fable_0479,The Man And The Weasel,"The person who turns to a dishonest scoundrel for help in times of trouble will be ruined, not rescued.",fable_0538,The Doves And The Kite
0.8019,medium,Take warning from the misfortunes of others.,fable_0379,"The Fox, The Lion And The Footprints","Everyone should be satisfied with their own lot in life, given that disaster awaits us on every side.",fable_0667,A Husbandman turn'd Soldier and Merchant
0.8019,medium,"A bad man can come to ruin, but he is able to harm many other people first.",fable_0544,The Man And The Sword,"When a man has both an interest and an inclination to betray us, there's no trusting him.",fable_0572,The Lion and The Bull
0.8019,medium,Those who are not content with what they have may end up losing it while pursuing greater desires.,fable_0279,"The Lion, The Hare And The Deer",Better to endure a small hardship than risk a greater one.,fable_0552,The Frogs asking for a King
0.8019,medium,Do not trust flatterers.,fable_0044,The Fox and the Crow,"We should never put our trust in a wicked man, even if he seems to be completely innocuous.",fable_0405,The Hen And The Eggs
0.8019,medium,Beware of those who appear busy but achieve little of value.,fable_0387,Tiberius Caesar And His Attendant,Beware the sort of person who uses tricks.,fable_0510,The Farmer And The Birds
0.8019,medium,Overconfidence often leads people into danger.,fable_0504,The Rooster And The Cats,Indulgence in luxuries can lead to peril.,fable_0516,The Mouse In The Pot
0.8019,medium,An alliance made with the high and mighty can never be trusted.,fable_0257,"The Lion, The Cow, The She-Goat And The Sheep","Sometimes, the greatest threats come from those you trust.",fable_0399,The Halcyon And The Sea
0.8019,medium,Do not take on more than you can handle.,fable_0350,The Lion And The Farmer,"When we are avoiding present dangers, we should not fall into even worse peril.",fable_0640,The Fishes and the Frying-Pan
0.8019,medium,It is foolish to expect help from someone who is naturally unkind.,fable_0039,The Fox And The Bramble,A discerning person is made wise by the misfortunes of his neighbours.,fable_0248,The Cicada And The Fox
0.8019,medium,Bear that those who are inferior to you in merit should be like you in outside appearances.,fable_0396,Jupiter And The Goats,Vanity can blind one to their true worth in the eyes of others.,fable_0406,Hermes And The Statues
0.8019,medium,Be cautious with promises made under duress.,fable_0237,"The Cat, The Mouse And The Oath",Do not believe everything you hear.,fable_0486,The Wolf And The Nurse
0.8019,medium,He who is once deceived is doubly cautious.,fable_0025,The Cat and the Mice,Be cautious with promises made under duress.,fable_0237,"The Cat, The Mouse And The Oath"
0.8019,medium,Do not overestimate yourself.,fable_0484,The Goat And His Reflection,Do not boast lest you be taken down.,fable_0598,The Lamp
0.8019,medium,Do no overestimate your worth when your fate rests in the hands of the high and the mighty.,fable_0143,The Clay Pot And The Rain,Do not give up friends for foes.,fable_0312,"The Wolves, The Sheep And The Dogs"
0.8018,medium,"It is dangerous to believe a story, and dangerous not to believe it.",fable_0539,Augustus And The Murder,Never trust a known deceiver.,fable_0594,"The Lion, The Fox and the Deer"
0.8018,medium,It is foolish to expect help from someone who is naturally unkind.,fable_0039,The Fox And The Bramble,Do not try to gain favor by acting in a way that is contrary to your own nature and character.,fable_0294,The Donkey And The Pet Dog
0.8018,medium,The bad things that strangers do to you are never as terrible as the things done to you by the members of your own family.,fable_0457,The Pine Tree And The Wedges,It's better to ignore an insult from one troublemaker than to bring a whole crowd of trouble upon yourself.,fable_0653,A Bear and Bees
0.8018,medium,Expectations can lead to disappointment when reality does not match our desires.,fable_0185,The Bald Men And The Comb,Boast of one thing and you will be found lacking in that and a few other things as well.,fable_0439,The Mole And The Frankincense
0.8018,medium,An alliance made with the high and mighty can never be trusted.,fable_0257,"The Lion, The Cow, The She-Goat And The Sheep",Trusting as you wish to be trusted doesn't work between a rogue and an honest person. ,fable_0628,A Pigeon and a Pye
0.8018,medium,You should especially avoid someone who does not even spare his own people.,fable_0295,The Farmer And His Dogs,Someone who plots against others falls into his own trap.,fable_0386,"The Wolf, The Fox And The Ailing Lion"
0.8018,medium,No piece of luck can conceal a depraved nature.,fable_0198,Jupiter And The Fox,Those who commit grave wrongs cannot escape justice.,fable_0266,The Murderer And The Nile
0.8017,medium,Never put yourself in your enemy's clutches.,fable_0101,The Tortoise and the Birds,Trust is not to be given lightly.,fable_0296,The Wolves And The Dogs
